itest_id,aveknow,avecarelessness,avecorrect,numactions,averesbored,averesengcon,averesconf,averesfrust,averesofftask,averesgaming,actioncount,bottomhint,correct,correctrate,dayfinishquestion,filedin,frhrate,frscaffoldh,hint,hintrate,monthfinishquestion,scaffold,timeover80,timeover80rate,timetaken,timetohint,workinschoolrate,wrong,wrongrate,actioncount_c1,bottomhint_c1,correct_c1,correctrate_c1,dayfinishquestion_c1,filedin_c1,frhrate_c1,frscaffoldh_c1,hint_c1,hintrate_c1,monthfinishquestion_c1,scaffold_c1,timeover80_c1,timeover80rate_c1,timetaken_c1,timetohint_c1,workinschoolrate_c1,wrong_c1,wrongrate_c1,actioncount_c2,bottomhint_c2,correct_c2,correctrate_c2,dayfinishquestion_c2,filedin_c2,frhrate_c2,frscaffoldh_c2,hint_c2,hintrate_c2,monthfinishquestion_c2,scaffold_c2,timeover80_c2,timeover80rate_c2,timetaken_c2,timetohint_c2,workinschoolrate_c2,wrong_c2,wrongrate_c2,actioncount_c3,bottomhint_c3,correct_c3,correctrate_c3,dayfinishquestion_c3,filedin_c3,frhrate_c3,frscaffoldh_c3,hint_c3,hintrate_c3,monthfinishquestion_c3,scaffold_c3,timeover80_c3,timeover80rate_c3,timetaken_c3,timetohint_c3,workinschoolrate_c3,wrong_c3,wrongrate_c3,average_questions_by_day,average_questions_by_mon,counts_day_answer,counts_mon_answer,std_questions_by_day,std_questions_by_mon,average_questions_by_day_c1,average_questions_by_mon_c1,counts_day_answer_c1,counts_mon_answer_c1,std_questions_by_day_c1,std_questions_by_mon_c1,average_questions_by_day_c2,average_questions_by_mon_c2,counts_day_answer_c2,counts_mon_answer_c2,std_questions_by_day_c2,std_questions_by_mon_c2,average_questions_by_day_c3,average_questions_by_mon_c3,counts_day_answer_c3,counts_mon_answer_c3,std_questions_by_day_c3,std_questions_by_mon_c3,wrong_and_over80,wrong_and_over80_c1,wrong_and_over80_c2,wrong_and_over80_c3
8,0.35241647600000003,0.183275651,0.483901515,1056,0.208389043,0.679125891,0.115905392,0.112408083,0.156503046,0.196560996,2.1162324649298596,0.1062124248496994,1.0240480961923848,0.6533929089540312,46251.52905811623,0.050100200400801605,0.33453376208887237,0.4593949804370646,0.5390781563126252,0.13137390702520965,462.34869739478955,0.7615230460921844,0.10420841683366733,0.07231314480813478,47.11623246153707,4.37074147588978,0.9141616566466266,0.5531062124248497,0.21523318402075917,2.0754716981132075,0.07547169811320754,0.9905660377358491,0.679836777478287,47419.11320754717,0.03773584905660377,0.3686732554657083,0.49528301886792453,0.4716981132075472,0.09860736747529202,474.0377358490566,0.839622641509434,0.08490566037735849,0.0600104821802935,44.76415097826414,2.801886797028302,0.9433962264150944,0.6132075471698113,0.22155585504642109,1.7904191616766467,0.09580838323353294,0.9760479041916168,0.6870330767037354,45678.467065868266,0.0718562874251497,0.33249215854006275,0.41317365269461076,0.47904191616766467,0.12688907898488735,456.61077844311376,0.5029940119760479,0.07784431137724551,0.06511976047904192,36.670658688107785,3.4790419263712584,0.8842315369261476,0.33532934131736525,0.18607784431137722,2.5652173913043477,0.10869565217391304,1.173913043478261,0.6159118793176764,44553.14492753623,0.050724637681159424,0.2976579110637082,0.4147688060731539,0.5434782608695652,0.12146900335306131,445.3768115942029,0.9855072463768116,0.15942028985507245,0.0918947933440687,68.02173910840578,8.543478240217391,0.9021739130434783,0.8478260869565217,0.2626191173292623,35.642857142857146,62.375,14,8,17.981217306516704,33.444783919597555,7.571428571428571,13.25,14.0,8.0,5.301876093411662,5.092010548749033,11.928571428571429,20.875,14.0,8.0,7.670766541921305,14.574316940622442,9.857142857142858,17.25,14.0,8.0,6.087277310501392,16.96845813350675,0.03807615230460922,0.02830188679245283,0.023952095808383235,0.06521739130434782
9,0.185137588,0.099733995,0.438492063,504,0.277149083,0.644744405,0.098078229,0.162770504,0.213377961,0.005554028000000001,1.9764705882352942,0.054901960784313725,0.8666666666666667,0.5980044064409389,57384.03137254902,0.0,0.46000819041066715,0.6090849673202614,0.4196078431372549,0.11343767916523333,573.7137254901961,1.0784313725490196,0.27450980392156865,0.15643405900371843,83.98823530226663,16.705882351333337,1.0,0.6901960784313725,0.2885579143938277,2.0545454545454547,0.03636363636363636,0.9090909090909091,0.602041847041847,57464.98181818182,0.0,0.38704184704184696,0.5806060606060606,0.4,0.07759018759018758,574.5454545454545,1.0727272727272728,0.23636363636363636,0.13383838383838384,84.09090912732728,10.599999995327275,1.0,0.7454545454545455,0.3203679653679654,2.206896551724138,0.06896551724137931,0.9310344827586207,0.6299304295220811,58709.24137931035,0.0,0.47279189352692075,0.6379310344827587,0.39655172413793105,0.06846642468239565,586.9827586206897,1.3103448275862069,0.2413793103448276,0.08437689050211736,86.67241377313793,19.96551725448276,1.0,0.8793103448275862,0.3016031457955232,1.8173076923076923,0.038461538461538464,0.8173076923076923,0.5875915750915751,56764.471153846156,0.0,0.47461080586080584,0.6233974358974359,0.3942307692307692,0.13161630036630037,567.5,1.0096153846153846,0.25961538461538464,0.17967032967032964,76.56730770265386,16.365384608528846,1.0,0.6057692307692307,0.28079212454212454,36.42857142857143,51.0,7,5,13.624208146495986,14.212670403551895,7.857142857142857,11.0,7.0,5.0,4.561745697594706,4.743416490252569,8.285714285714286,11.6,7.0,5.0,6.945365018348225,6.6558245169174945,14.857142857142858,20.8,7.0,5.0,7.5150642363316145,4.8166378315169185,0.07058823529411765,0.01818181818181818,0.034482758620689655,0.10576923076923077
11,0.124831573,0.090318308,0.326956522,575,0.262076397,0.6434175999999999,0.147169095,0.118976539,0.208980886,0.08345938,2.5669642857142856,0.13839285714285715,0.8392857142857143,0.4697712939342405,58935.955357142855,0.0,0.3912441539115647,0.6804793792517007,0.6517857142857143,0.14887595663265304,589.2455357142857,1.4732142857142858,0.3392857142857143,0.18473639455782315,120.5401785684777,17.482142876223218,0.9787946428571429,1.0758928571428572,0.3813527494331067,2.7222222222222223,0.14814814814814814,0.9444444444444444,0.48099647266313916,57685.12962962963,0.0,0.42094356261022914,0.7478835978835979,0.7777777777777778,0.1827601410934744,576.7222222222222,1.5555555555555556,0.3148148148148148,0.14528218694885361,133.9074074070926,32.27777780959259,1.0,1.0,0.3362433862433862,2.759493670886076,0.1518987341772152,0.810126582278481,0.4230083383564396,59172.81012658228,0.0,0.3347523608599558,0.6518987341772153,0.6329113924050633,0.141608900944344,591.6075949367089,1.620253164556962,0.45569620253164556,0.21624472573839662,149.34177215787346,15.544303823797467,0.939873417721519,1.3164556962025316,0.43538276069921633,2.180327868852459,0.14754098360655737,0.7704918032786885,0.4850377309393702,59880.475409836065,0.0,0.36481915170439755,0.6065573770491803,0.639344262295082,0.15232890970595886,598.7049180327868,1.1147540983606556,0.29508196721311475,0.20823575331772054,80.04918033406555,11.098360659590163,1.0,0.7704918032786885,0.3626333593546708,24.88888888888889,56.0,9,4,12.7420999490316,76.80711772572471,6.0,13.5,9.0,4.0,4.47213595499958,13.625955623979797,8.777777777777779,19.75,9.0,4.0,4.867693955503411,26.936654085712522,8.714285714285714,20.333333333333332,7.0,3.0,6.524678426668135,30.03886371574886,0.11607142857142858,0.09259259259259259,0.12658227848101267,0.11475409836065574
25,0.284903976,0.165526648,0.476718404,451,0.261452617,0.660053986,0.137153188,0.087906094,0.227680312,0.016774497,1.714828897338403,0.034220532319391636,0.8174904942965779,0.6451234232603055,58588.44866920152,0.0,0.48511074898907597,0.6273764258555133,0.25475285171102663,0.0715824732934999,585.7490494296578,1.053231939163498,0.23193916349809887,0.17280765284567565,73.45627377131562,7.212927762414448,1.0,0.6425855513307985,0.2832941034461947,1.2765957446808511,0.0,0.8936170212765957,0.8031914893617021,56110.29787234042,0.0,0.5195035460992908,0.574468085106383,0.0851063829787234,0.047872340425531915,560.9787234042553,0.723404255319149,0.2978723404255319,0.23758865248226949,73.14893615268085,3.574468085106383,1.0,0.2978723404255319,0.14893617021276595,1.6986301369863013,0.0273972602739726,0.7671232876712328,0.5772831050228311,59955.91780821918,0.0,0.45057077625570774,0.589041095890411,0.2602739726027397,0.08550228310502282,599.4246575342465,0.958904109589041,0.136986301369863,0.10445205479452055,54.643835640123285,5.506849315575344,1.0,0.6712328767123288,0.3372146118721461,2.0689655172413794,0.06896551724137931,0.8160919540229885,0.5902070790001827,58218.64367816092,0.0,0.4292875387702975,0.6436781609195402,0.39080459770114945,0.08066502463054187,582.0459770114943,1.2988505747126438,0.3448275862068966,0.2419038496624703,99.48275863588509,13.068965531471266,1.0,0.8620689655172413,0.3291278963692757,32.875,65.75,8,4,21.86606960566988,62.72891411993887,6.714285714285714,11.75,7.0,4.0,3.199702367110922,5.377421934967226,10.428571428571429,18.25,7.0,4.0,8.017837257372731,23.59908190304586,10.875,21.75,8.0,4.0,7.586407017064891,19.05037182489273,0.07984790874524715,0.0851063829787234,0.0684931506849315,0.10344827586206896
27,0.14203118,0.069297361,0.348837209,129,0.33022623100000004,0.551366771,0.122657966,0.095420442,0.34808970100000003,0.036900055,2.63265306122449,0.20408163265306123,0.9183673469387755,0.5738930737130016,56319.795918367345,0.0,0.4126785879186839,0.5588746487606032,0.7755102040816326,0.10828573187516766,563.0816326530612,0.9795918367346939,0.7142857142857143,0.3601575795153226,243.4081632501429,51.89795914204081,1.0,0.9387755102040817,0.31782119441183065,1.2,0.0,1.0,0.9,52993.2,0.0,0.8,0.8,0.0,0.0,529.8,0.8,0.4,0.3,63.600000144,-1.0,1.0,0.2,0.1,2.727272727272727,0.2727272727272727,0.9090909090909091,0.5925324675324676,54594.818181818184,0.0,0.18344155844155843,0.32792207792207795,0.7272727272727273,0.13582251082251082,545.8181818181819,1.0,1.0,0.5016233766233765,318.09090904172723,110.90909084727272,1.0,1.0909090909090908,0.27164502164502163,3.24,0.24,0.96,0.4761161387631976,57890.6,0.0,0.40013574660633483,0.5911085972850679,1.12,0.13647812971342385,578.8,1.04,0.72,0.2971945701357466,279.67999995832,52.6399999456,1.0,1.16,0.3874057315233786,8.166666666666666,12.25,6,4,6.112828041640519,11.786291472158096,2.5,2.5,2.0,2.0,2.1213203435596424,2.1213203435596424,3.6666666666666665,5.5,3.0,2.0,3.0550504633038935,2.1213203435596424,5.0,8.333333333333334,5.0,3.0,2.345207879911715,8.386497083606084,0.16326530612244897,0.0,0.18181818181818182,0.2
33,0.459813486,0.202787469,0.686390533,169,0.26042619100000003,0.6507686770000001,0.059971193,0.06183416,0.296286221,0.010953873,1.2335766423357664,0.0072992700729927005,0.8467153284671532,0.7832116788321167,60214.94160583941,0.0,0.43102189781021905,0.48905109489051096,0.051094890510948905,0.012530413625304136,602.0364963503649,0.6496350364963503,0.3284671532846715,0.28515815085158147,88.23357665010947,2.9416058325547443,1.0,0.3357664233576642,0.2042579075425791,1.1923076923076923,0.0,0.8846153846153846,0.8346153846153845,60237.61538461538,0.0,0.5653846153846154,0.6153846153846154,0.0,0.0,602.2307692307693,0.8076923076923077,0.19230769230769232,0.19230769230769232,53.84615385153846,-1.0,1.0,0.3076923076923077,0.16538461538461538,1.2272727272727273,0.0,0.8636363636363636,0.7803030303030302,60231.86363636364,0.0,0.28030303030303033,0.36363636363636365,0.13636363636363635,0.053030303030303025,602.1818181818181,0.45454545454545453,0.4090909090909091,0.32575757575757575,115.09090909909091,16.999999966363635,1.0,0.22727272727272727,0.16666666666666666,1.1875,0.0,0.84375,0.7786458333333333,60183.296875,0.0,0.35286458333333337,0.40625,0.015625,0.00390625,601.75,0.53125,0.34375,0.3359375,93.74999999690627,-0.5625,1.0,0.328125,0.21744791666666669,22.833333333333332,45.666666666666664,6,3,17.645584905767976,36.11555528208494,6.5,13.0,4.0,2.0,6.137317546507322,4.242640687119285,7.333333333333333,11.0,3.0,2.0,2.886751345948129,2.8284271247461903,12.8,21.333333333333332,5.0,3.0,9.093954035511725,19.5021366350801,0.13138686131386862,0.07692307692307693,0.09090909090909091,0.15625
35,0.2551641,0.158848225,0.379657603,993,0.222795806,0.650079058,0.069987405,0.164347459,0.153146586,0.236799637,2.375598086124402,0.14832535885167464,0.9019138755980861,0.5846164999275048,46222.4019138756,0.045454545454545456,0.35970004211631007,0.5229696141179395,0.8038277511961722,0.1897470950102529,462.10765550239233,0.7559808612440191,0.17703349282296652,0.10007582736935765,58.66746412006463,9.834928228689,1.0,0.6698564593301436,0.2256364050622424,2.150537634408602,0.12903225806451613,0.8602150537634409,0.5698156682027651,44947.021505376346,0.07526881720430108,0.4096006144393241,0.5663082437275986,0.7204301075268817,0.19288274449564774,449.3333333333333,0.7849462365591398,0.12903225806451613,0.09114183307731695,46.311827973860225,5.064516152150539,1.0,0.5698924731182796,0.23730158730158732,2.024193548387097,0.12096774193548387,0.8629032258064516,0.5827380952380953,46415.1935483871,0.008064516129032258,0.39096902201740913,0.5249999999999999,0.6854838709677419,0.19621735791090633,464.0241935483871,0.6532258064516129,0.1935483870967742,0.09435483870967742,57.032258057959694,11.467741941620966,1.0,0.47580645161290325,0.22104454685099847,2.805084745762712,0.16101694915254236,0.9067796610169492,0.5871890821043365,45035.94915254237,0.03389830508474576,0.32023992956196345,0.5028248587570622,0.9322033898305084,0.19239397608041675,450.2542372881356,0.788135593220339,0.1864406779661017,0.10103168754605749,62.677966113245766,9.610169482974575,1.0,0.9661016949152542,0.22041694181524696,29.857142857142858,59.714285714285715,14,7,20.84690400499332,48.272539763701005,6.642857142857143,13.285714285714286,14.0,7.0,7.270669663974383,14.23275899365364,9.538461538461538,17.714285714285715,13.0,7.0,7.45671268740885,14.291189426989458,9.833333333333334,16.857142857142858,12.0,7.0,7.767453465154028,21.066787220872666,0.04784688995215311,0.043010752688172046,0.03225806451612903,0.09322033898305085
37,0.071909241,0.046183228,0.305785124,121,0.326383714,0.6534446429999999,0.12532470199999998,0.094714277,0.45146704,0.016241102,2.630434782608696,0.15217391304347827,0.8043478260869565,0.4000258799171843,57096.82608695652,0.0,0.5521997929606625,0.7047101449275364,0.9782608695652174,0.3444616977225673,570.8260869565217,1.5217391304347827,0.5217391304347826,0.19730848861283642,167.13043478802177,38.065217381652175,1.0,0.8478260869565217,0.25551242236024846,2.0,0.1111111111111111,0.7777777777777778,0.4851851851851852,55166.22222222222,0.0,0.5962962962962963,0.7777777777777778,0.5555555555555556,0.23333333333333334,551.5555555555555,1.3333333333333333,0.4444444444444444,0.19259259259259257,117.11111118866665,20.111111084444445,1.0,0.6666666666666666,0.28148148148148144,2.6666666666666665,0.3333333333333333,0.7777777777777778,0.3148148148148148,54283.0,0.0,0.5370370370370371,0.7777777777777778,1.2222222222222223,0.4722222222222222,542.6666666666666,1.4444444444444444,0.6666666666666666,0.25925925925925924,172.66666665988888,47.11111111555556,1.0,0.6666666666666666,0.21296296296296294,2.869565217391304,0.08695652173913043,0.8260869565217391,0.40222567287784683,59030.95652173913,0.0,0.5326604554865424,0.6268115942028986,1.0,0.3215320910973085,590.1739130434783,1.6521739130434783,0.5217391304347826,0.1743271221532091,191.0434782464783,43.82608694591305,1.0,1.0434782608695652,0.2762422360248447,15.333333333333334,15.333333333333334,3,3,3.0550504633038935,3.0550504633038935,4.5,4.5,2.0,2.0,0.7071067811865476,0.7071067811865476,4.5,4.5,2.0,2.0,2.1213203435596424,2.1213203435596424,7.666666666666667,7.666666666666667,3.0,3.0,5.686240703077327,5.686240703077327,0.043478260869565216,0.0,0.1111111111111111,0.043478260869565216
39,0.281693233,0.152227072,0.454545455,418,0.274699996,0.62807454,0.116389731,0.14382699699999998,0.221926416,0.019816725,1.981042654028436,0.052132701421800945,0.9004739336492891,0.627251184834123,47064.06161137441,0.03317535545023697,0.40697975010771226,0.49296998420221166,0.38388625592417064,0.10384891569725696,470.50710900473933,0.8104265402843602,0.3080568720379147,0.14081574034180666,92.80568721392419,12.734597158758296,0.9928909952606635,0.6966824644549763,0.2688998994686199,2.0526315789473686,0.05263157894736842,0.868421052631579,0.6105263157894737,45710.81578947369,0.02631578947368421,0.46710526315789475,0.5416666666666666,0.39473684210526316,0.08552631578947367,457.0,0.9473684210526315,0.42105263157894735,0.2508771929824561,108.78947370221056,11.999999995789475,0.9912280701754386,0.7894736842105263,0.30394736842105263,1.5593220338983051,0.0,0.8983050847457628,0.7067796610169492,47389.40677966102,0.01694915254237288,0.4581920903954802,0.5423728813559322,0.11864406779661017,0.03926553672316384,473.76271186440675,0.7796610169491526,0.06779661016949153,0.059322033898305086,45.050847481762716,0.9152542575932204,1.0,0.5423728813559322,0.25395480225988704,1.881578947368421,0.06578947368421052,0.8421052631578947,0.6111842105263158,46484.14473684211,0.02631578947368421,0.4217105263157894,0.4890350877192982,0.4605263157894737,0.1513157894736842,464.69736842105266,0.7105263157894737,0.3684210526315789,0.17192982456140352,89.14473682611845,12.868421043157895,0.9846491228070174,0.5789473684210527,0.23749999999999996,26.375,30.142857142857142,8,7,16.81782642657147,24.113817418156554,4.75,5.428571428571429,8.0,7.0,3.615443067098218,3.9520940802374147,9.833333333333334,9.833333333333334,6.0,6.0,10.166939887039103,10.166939887039103,9.5,10.857142857142858,8.0,7.0,5.879747322073336,8.629958891917763,0.08530805687203792,0.10526315789473684,0.03389830508474576,0.10526315789473684
41,0.333401908,0.184292185,0.575250836,299,0.262823322,0.652414167,0.079203998,0.137098979,0.24949786,0.00966896,1.4656862745098038,0.0,0.8431372549019608,0.7188375350140055,57228.950980392154,0.0,0.4735760971055089,0.5,0.21568627450980393,0.09327147525676935,572.1078431372549,0.7107843137254902,0.2549019607843137,0.2150326797385621,67.0049019594608,11.779411766083335,1.0,0.4068627450980392,0.18789098972922502,1.5319148936170213,0.0,0.8936170212765957,0.7343971631205674,57964.0,0.0,0.5386524822695035,0.5957446808510638,0.2765957446808511,0.11666666666666668,579.468085106383,0.8297872340425532,0.2765957446808511,0.2329787234042553,71.23404252134043,18.0000000246383,1.0,0.3617021276595745,0.14893617021276598,1.9743589743589745,0.0,0.7948717948717948,0.6199023199023199,57020.0,0.0,0.4019536019536019,0.46153846153846156,0.41025641025641024,0.11907814407814407,570.0512820512821,0.8461538461538461,0.23076923076923078,0.1346153846153846,67.48717948843591,15.282051268717952,1.0,0.7692307692307693,0.261019536019536,1.3157894736842106,0.0,0.8421052631578947,0.7310526315789474,57074.494736842105,0.0,0.42228070175438587,0.4421052631578947,0.12631578947368421,0.07263157894736842,570.5473684210526,0.6105263157894737,0.25263157894736843,0.2385964912280702,65.45263159111579,7.905263156663157,1.0,0.3473684210526316,0.19631578947368422,34.0,40.8,6,5,16.816658407662327,15.706686474237653,7.833333333333333,9.4,6.0,5.0,6.242328625334193,6.6558245169174945,7.8,9.75,5.0,4.0,5.585696017507576,6.946221994724902,15.833333333333334,19.0,6.0,5.0,12.448560827126428,11.661903789690601,0.09313725490196079,0.06382978723404255,0.10256410256410256,0.09473684210526316
